train,stations
train_1,"[Den Haag HS, Delft, Den Haag Laan v NOI, Leiden Centraal, Den Haag Centraal]"
train_1,"[Beverwijk, Castricum, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Almere Centrum, Lelystad Centrum]"
train_1,"[Dordrecht, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Delft, Den Haag Laan v NOI, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Zaandam, Castricum, Alkmaar, Den Helder]"
train_1,"[Hengelo, Almelo, Deventer, Zwolle, Steenwijk, Heerenveen, Leeuwarden, Groningen, Assen]"
train_1,"[Rotterdam Blaak, Rotterdam Alexander, Gouda, Utrecht Centraal, Amersfoort]"
train_1,"[Venlo, Helmond, Eindhoven, Weert, Roermond, Sittard, Heerlen]"
train_1,"[Weert, Eindhoven, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Deventer, Apeldoorn]"
train_1,"[Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_1,"[Breda, Tilburg, s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen]"
train_1,"[Heemstede-Aerdenhout, Haarlem, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport]"
train_1,"[Alkmaar, Hoorn]"
score,7315.262295081968
