train,stations
train_1,"[Hoorn, Zaandam, Beverwijk, Castricum, Alkmaar, Den Helder]"
train_2,"[Breda, Tilburg, Eindhoven, Weert, Roermond, Sittard, Maastricht]"
train_3,"[Amsterdam Sloterdijk, Zaandam, Beverwijk, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Blaak, Rotterdam Alexander, Rotterdam Centraal, Dordrecht, Breda, Etten-Leur, Roosendaal]"
train_4,"[Assen, Groningen, Leeuwarden, Heerenveen, Steenwijk, Zwolle, Amersfoort, Apeldoorn, Deventer]"
train_5,"[Sittard, Heerlen]"
train_6,"[Oss, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Amersfoort, Zwolle, Steenwijk, Heerenveen]"
train_7,"[Breda, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag HS, Gouda, Alphen a/d Rijn, Leiden Centraal, Den Haag Laan v NOI]"
train_8,"[Eindhoven, Helmond, Venlo]"
train_9,"[Apeldoorn, Amersfoort, Zwolle, Assen, Groningen, Leeuwarden, Heerenveen]"
train_10,"[s-Hertogenbosch, Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Amsterdam Centraal, Amsterdam Amstel, Hilversum, Almere Centrum, Lelystad Centrum]"
train_11,"[Alkmaar, Castricum, Beverwijk, Zaandam, Hoorn]"
train_12,"[Rotterdam Centraal, Dordrecht, Breda, Etten-Leur, Roosendaal, Vlissingen]"
train_13,"[Etten-Leur, Roosendaal, Vlissingen]"
train_14,"[Hengelo, Enschede]"
train_15,"[Almelo, Hengelo, Enschede]"
train_16,"[Utrecht Centraal, Amsterdam Centraal, Amsterdam Amstel, Almere Centrum, Hilversum]"
train_17,"[Rotterdam Blaak, Schiedam Centrum, Delft, Den Haag Centraal, Gouda, Den Haag HS, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Amstel, Utrecht Centraal, Hilversum]"
train_18,"[Sittard, Maastricht]"
train_19,"[s-Hertogenbosch, Utrecht Centraal, Ede-Wageningen, Arnhem Centraal, Nijmegen, Oss]"
train_20,"[Oss, Nijmegen, Arnhem Centraal, Ede-Wageningen, Utrecht Centraal, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Almere Centrum, Amsterdam Centraal, Amsterdam Sloterdijk, Haarlem]"
score,5938.0
