train,stations
train_1,"[Gouda, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum]"
train_2,"[Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Gouda]"
train_3,"[Schiedam Centrum, Rotterdam Centraal, Dordrecht]"
train_4,"[Rotterdam Centraal, Dordrecht]"
train_5,"[Gouda, Rotterdam Alexander, Rotterdam Centraal, Dordrecht]"
train_6,"[Rotterdam Alexander, Rotterdam Centraal, Dordrecht]"
train_7,"[Dordrecht, Rotterdam Centraal, Schiedam Centrum]"
score,1405.7272727272725
