train,stations
train_1,"[Deventer, Zwolle, Steenwijk, Heerenveen, Leeuwarden, Assen, Groningen, Assen, Groningen]"
train_2,"[Venlo, Helmond, Eindhoven, Tilburg, Eindhoven, Tilburg, Breda, Etten-Leur, Breda, Etten-Leur, Breda, Tilburg, s-Hertogenbosch]"
train_3,"[Heerenveen, Steenwijk, Zwolle, Deventer, Apeldoorn, Amersfoort, Apeldoorn, Amersfoort, Utrecht Centraal, Hilversum]"
train_4,"[Breda, Etten-Leur, Roosendaal, Etten-Leur, Roosendaal, Vlissingen, Roosendaal, Etten-Leur]"
train_5,"[Amsterdam Amstel, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Hilversum, Utrecht Centraal]"
train_6,"[Hilversum, Almere Centrum, Amsterdam Amstel, Hilversum, Almere Centrum, Amsterdam Centraal, Amsterdam Amstel, Utrecht Centraal]"
train_7,"[Tilburg, Eindhoven, Tilburg, Breda, Etten-Leur, Breda, Etten-Leur, Breda, Etten-Leur, Vlissingen, Roosendaal]"
train_8,"[Gouda, Den Haag Laan v NOI, Delft, Den Haag Laan v NOI, Gouda, Utrecht Centraal, Alphen a/d Rijn, Gouda, Den Haag HS, Leiden Centraal]"
train_9,"[Hoorn, Zaandam, Beverwijk, Haarlem, Amsterdam Sloterdijk, Haarlem, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Schiphol Airport, Amsterdam Zuid, Schiphol Airport]"
train_10,"[Dieren, Zutphen, Dieren, Arnhem Centraal, Dieren, Arnhem Centraal, Dieren, Zutphen, Dieren, Arnhem Centraal, Nijmegen, Oss, Nijmegen, Oss, s-Hertogenbosch]"
train_11,"[Den Haag Centraal, Delft, Schiedam Centrum, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Centraal, Dordrecht, Breda, Etten-Leur, Breda, Dordrecht, Rotterdam Blaak, Schiedam Centrum, Rotterdam Centraal, Rotterdam Alexander, Rotterdam Centraal, Schiedam Centrum, Rotterdam Blaak]"
train_12,"[Leiden Centraal, Alphen a/d Rijn, Leiden Centraal, Den Haag Centraal, Delft, Den Haag Laan v NOI, Gouda, Den Haag HS, Leiden Centraal, Heemstede-Aerdenhout, Leiden Centraal, Heemstede-Aerdenhout, Haarlem]"
train_13,"[Den Helder, Alkmaar, Alkmaar, Hoorn, Alkmaar, Hoorn, Alkmaar, Hoorn]"
train_14,"[Sittard, Roermond, Sittard, Heerlen, Sittard, Maastricht, Sittard, Roermond, Weert, Eindhoven, s-Hertogenbosch, Oss]"
train_15,"[Ede-Wageningen, Utrecht Centraal, Amsterdam Centraal, Amsterdam Amstel, Amsterdam Zuid, Schiphol Airport, Amsterdam Zuid, Amsterdam Amstel, Amsterdam Centraal, Utrecht Centraal, Hilversum, Utrecht Centraal, Amersfoort]"
train_16,"[Zwolle, Amersfoort, Utrecht Centraal, Alphen a/d Rijn, Leiden Centraal, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Haarlem, Heemstede-Aerdenhout, Leiden Centraal, Alphen a/d Rijn, Leiden Centraal]"
train_17,"[Beverwijk, Haarlem, Beverwijk, Zaandam, Amsterdam Sloterdijk, Zaandam, Hoorn, Hoorn, Alkmaar, Castricum, Alkmaar]"
train_18,"[Enschede, Hengelo, Almelo, Zwolle, Steenwijk, Heerenveen, Steenwijk, Zwolle, Deventer, Zutphen, Deventer]"
train_19,"[Dieren, Arnhem Centraal, Nijmegen, Arnhem Centraal, Dieren, Zutphen, Apeldoorn, Amersfoort, Assen, Zwolle]"
train_20,"[Amsterdam Zuid, Amsterdam Sloterdijk, Amsterdam Sloterdijk, Zaandam, Castricum, Zaandam, Amsterdam Sloterdijk, Amsterdam Centraal, Utrecht Centraal, Hilversum, Amsterdam Amstel, Utrecht Centraal, Amsterdam Centraal]"
score,4469.065573770491
